"Index Name","Date","Open","High","Low","Close"
"NIFTY500 VALUE 50","04 Nov 2022","-","-","-","6570.39"
"NIFTY500 VALUE 50","03 Nov 2022","-","-","-","6514.56"
"NIFTY500 VALUE 50","02 Nov 2022","-","-","-","6491.47"
"NIFTY500 VALUE 50","01 Nov 2022","-","-","-","6475.70"
"NIFTY500 VALUE 50","31 Oct 2022","-","-","-","6435.24"
"NIFTY500 VALUE 50","28 Oct 2022","-","-","-","6408.04"
"NIFTY500 VALUE 50","27 Oct 2022","-","-","-","6411.42"
"NIFTY500 VALUE 50","25 Oct 2022","-","-","-","6316.78"
"NIFTY500 VALUE 50","24 Oct 2022","-","-","-","6291.81"
"NIFTY500 VALUE 50","21 Oct 2022","-","-","-","6249.94"
"NIFTY500 VALUE 50","20 Oct 2022","-","-","-","6255.41"
"NIFTY500 VALUE 50","19 Oct 2022","-","-","-","6181.13"
"NIFTY500 VALUE 50","18 Oct 2022","-","-","-","6198.04"
"NIFTY500 VALUE 50","17 Oct 2022","-","-","-","6124.18"
"NIFTY500 VALUE 50","14 Oct 2022","-","-","-","6114.92"
"NIFTY500 VALUE 50","13 Oct 2022","-","-","-","6115.82"
"NIFTY500 VALUE 50","12 Oct 2022","-","-","-","6135.98"
"NIFTY500 VALUE 50","11 Oct 2022","-","-","-","6055.77"
"NIFTY500 VALUE 50","10 Oct 2022","-","-","-","6164.74"
"NIFTY500 VALUE 50","07 Oct 2022","-","-","-","6212.16"
"NIFTY500 VALUE 50","06 Oct 2022","-","-","-","6208.82"
"NIFTY500 VALUE 50","04 Oct 2022","-","-","-","6123.68"
"NIFTY500 VALUE 50","03 Oct 2022","-","-","-","5983.02"
"NIFTY500 VALUE 50","30 Sep 2022","-","-","-","6034.29"
"NIFTY500 VALUE 50","29 Sep 2022","-","-","-","5935.15"
"NIFTY500 VALUE 50","28 Sep 2022","-","-","-","5887.75"
"NIFTY500 VALUE 50","27 Sep 2022","-","-","-","5973.54"
"NIFTY500 VALUE 50","26 Sep 2022","-","-","-","5951.13"
"NIFTY500 VALUE 50","23 Sep 2022","-","-","-","6155.17"
"NIFTY500 VALUE 50","22 Sep 2022","-","-","-","6297.11"
"NIFTY500 VALUE 50","21 Sep 2022","-","-","-","6322.67"
"NIFTY500 VALUE 50","20 Sep 2022","-","-","-","6391.24"
"NIFTY500 VALUE 50","19 Sep 2022","-","-","-","6342.13"
"NIFTY500 VALUE 50","16 Sep 2022","-","-","-","6376.44"
"NIFTY500 VALUE 50","15 Sep 2022","-","-","-","6520.96"
"NIFTY500 VALUE 50","14 Sep 2022","-","-","-","6518.36"
"NIFTY500 VALUE 50","13 Sep 2022","-","-","-","6464.87"
"NIFTY500 VALUE 50","12 Sep 2022","-","-","-","6445.12"
"NIFTY500 VALUE 50","09 Sep 2022","-","-","-","6410.73"
"NIFTY500 VALUE 50","08 Sep 2022","-","-","-","6414.23"
"NIFTY500 VALUE 50","07 Sep 2022","-","-","-","6396.43"
"NIFTY500 VALUE 50","06 Sep 2022","-","-","-","6372.07"
"NIFTY500 VALUE 50","05 Sep 2022","-","-","-","6335.38"
"NIFTY500 VALUE 50","02 Sep 2022","-","-","-","6275.36"
"NIFTY500 VALUE 50","01 Sep 2022","-","-","-","6315.87"
"NIFTY500 VALUE 50","30 Aug 2022","-","-","-","6372.26"
"NIFTY500 VALUE 50","29 Aug 2022","-","-","-","6266.37"
"NIFTY500 VALUE 50","26 Aug 2022","-","-","-","6337.80"
"NIFTY500 VALUE 50","25 Aug 2022","-","-","-","6272.11"
"NIFTY500 VALUE 50","24 Aug 2022","-","-","-","6234.83"
"NIFTY500 VALUE 50","23 Aug 2022","-","-","-","6203.40"
"NIFTY500 VALUE 50","22 Aug 2022","-","-","-","6114.94"
"NIFTY500 VALUE 50","19 Aug 2022","-","-","-","6216.46"
"NIFTY500 VALUE 50","18 Aug 2022","-","-","-","6307.99"
"NIFTY500 VALUE 50","17 Aug 2022","-","-","-","6324.04"
"NIFTY500 VALUE 50","16 Aug 2022","-","-","-","6270.19"
"NIFTY500 VALUE 50","12 Aug 2022","-","-","-","6235.50"
"NIFTY500 VALUE 50","11 Aug 2022","-","-","-","6149.93"
"NIFTY500 VALUE 50","10 Aug 2022","-","-","-","6144.56"
"NIFTY500 VALUE 50","08 Aug 2022","-","-","-","6147.07"
"NIFTY500 VALUE 50","05 Aug 2022","-","-","-","6134.27"
"NIFTY500 VALUE 50","04 Aug 2022","-","-","-","6109.49"
"NIFTY500 VALUE 50","03 Aug 2022","-","-","-","6125.99"
"NIFTY500 VALUE 50","02 Aug 2022","-","-","-","6178.47"
"NIFTY500 VALUE 50","01 Aug 2022","-","-","-","6138.32"
"NIFTY500 VALUE 50","29 Jul 2022","-","-","-","6055.32"
"NIFTY500 VALUE 50","28 Jul 2022","-","-","-","5970.50"
"NIFTY500 VALUE 50","27 Jul 2022","-","-","-","5926.18"
"NIFTY500 VALUE 50","26 Jul 2022","-","-","-","5872.25"
"NIFTY500 VALUE 50","25 Jul 2022","-","-","-","5897.53"
"NIFTY500 VALUE 50","22 Jul 2022","-","-","-","5894.91"
"NIFTY500 VALUE 50","21 Jul 2022","-","-","-","5885.35"
"NIFTY500 VALUE 50","20 Jul 2022","-","-","-","5824.99"
"NIFTY500 VALUE 50","19 Jul 2022","-","-","-","5798.44"
"NIFTY500 VALUE 50","18 Jul 2022","-","-","-","5757.57"
"NIFTY500 VALUE 50","15 Jul 2022","-","-","-","5650.55"
"NIFTY500 VALUE 50","14 Jul 2022","-","-","-","5651.88"
"NIFTY500 VALUE 50","13 Jul 2022","-","-","-","5669.61"
"NIFTY500 VALUE 50","12 Jul 2022","-","-","-","5655.18"
"NIFTY500 VALUE 50","11 Jul 2022","-","-","-","5713.25"
"NIFTY500 VALUE 50","08 Jul 2022","-","-","-","5660.83"
"NIFTY500 VALUE 50","07 Jul 2022","-","-","-","5655.04"
"NIFTY500 VALUE 50","06 Jul 2022","-","-","-","5529.46"
"NIFTY500 VALUE 50","05 Jul 2022","-","-","-","5529.72"
"NIFTY500 VALUE 50","04 Jul 2022","-","-","-","5542.07"
"NIFTY500 VALUE 50","01 Jul 2022","-","-","-","5529.39"
"NIFTY500 VALUE 50","30 Jun 2022","-","-","-","5541.62"
"NIFTY500 VALUE 50","29 Jun 2022","-","-","-","5580.30"
"NIFTY500 VALUE 50","28 Jun 2022","-","-","-","5557.83"
"NIFTY500 VALUE 50","27 Jun 2022","-","-","-","5495.65"
"NIFTY500 VALUE 50","24 Jun 2022","-","-","-","5406.02"
"NIFTY500 VALUE 50","23 Jun 2022","-","-","-","5358.14"
"NIFTY500 VALUE 50","22 Jun 2022","-","-","-","5347.86"
"NIFTY500 VALUE 50","21 Jun 2022","-","-","-","5442.12"
"NIFTY500 VALUE 50","20 Jun 2022","-","-","-","5270.00"
"NIFTY500 VALUE 50","17 Jun 2022","-","-","-","5430.39"
"NIFTY500 VALUE 50","16 Jun 2022","-","-","-","5478.37"
"NIFTY500 VALUE 50","15 Jun 2022","-","-","-","5669.02"
"NIFTY500 VALUE 50","14 Jun 2022","-","-","-","5703.97"
"NIFTY500 VALUE 50","13 Jun 2022","-","-","-","5745.30"
"NIFTY500 VALUE 50","10 Jun 2022","-","-","-","5934.35"
"NIFTY500 VALUE 50","09 Jun 2022","-","-","-","5977.93"
"NIFTY500 VALUE 50","08 Jun 2022","-","-","-","5992.46"
"NIFTY500 VALUE 50","07 Jun 2022","-","-","-","5986.00"
"NIFTY500 VALUE 50","06 Jun 2022","-","-","-","5963.62"
"NIFTY500 VALUE 50","03 Jun 2022","-","-","-","5971.74"
"NIFTY500 VALUE 50","02 Jun 2022","-","-","-","6032.68"
"NIFTY500 VALUE 50","01 Jun 2022","-","-","-","5986.47"
"NIFTY500 VALUE 50","31 May 2022","-","-","-","5973.92"
"NIFTY500 VALUE 50","30 May 2022","-","-","-","5913.71"
"NIFTY500 VALUE 50","27 May 2022","-","-","-","5825.89"
"NIFTY500 VALUE 50","26 May 2022","-","-","-","5868.92"
"NIFTY500 VALUE 50","25 May 2022","-","-","-","5803.42"
"NIFTY500 VALUE 50","24 May 2022","-","-","-","5861.75"
"NIFTY500 VALUE 50","23 May 2022","-","-","-","5920.97"
"NIFTY500 VALUE 50","20 May 2022","-","-","-","6054.35"
"NIFTY500 VALUE 50","19 May 2022","-","-","-","5932.27"
"NIFTY500 VALUE 50","18 May 2022","-","-","-","6039.07"
"NIFTY500 VALUE 50","17 May 2022","-","-","-","6095.27"
"NIFTY500 VALUE 50","16 May 2022","-","-","-","5867.45"
"NIFTY500 VALUE 50","13 May 2022","-","-","-","5819.29"
"NIFTY500 VALUE 50","12 May 2022","-","-","-","5883.02"
"NIFTY500 VALUE 50","11 May 2022","-","-","-","6009.86"
"NIFTY500 VALUE 50","10 May 2022","-","-","-","6077.59"
"NIFTY500 VALUE 50","09 May 2022","-","-","-","6244.05"
"NIFTY500 VALUE 50","06 May 2022","-","-","-","6311.03"
"NIFTY500 VALUE 50","05 May 2022","-","-","-","6357.36"
"NIFTY500 VALUE 50","04 May 2022","-","-","-","6352.68"
"NIFTY500 VALUE 50","02 May 2022","-","-","-","6429.98"
"NIFTY500 VALUE 50","29 Apr 2022","-","-","-","6420.40"
"NIFTY500 VALUE 50","28 Apr 2022","-","-","-","6523.47"
"NIFTY500 VALUE 50","27 Apr 2022","-","-","-","6466.73"
"NIFTY500 VALUE 50","26 Apr 2022","-","-","-","6527.55"
"NIFTY500 VALUE 50","25 Apr 2022","-","-","-","6448.04"
"NIFTY500 VALUE 50","22 Apr 2022","-","-","-","6656.76"
"NIFTY500 VALUE 50","21 Apr 2022","-","-","-","6741.12"
"NIFTY500 VALUE 50","20 Apr 2022","-","-","-","6687.52"
"NIFTY500 VALUE 50","19 Apr 2022","-","-","-","6674.91"
"NIFTY500 VALUE 50","18 Apr 2022","-","-","-","6684.01"
"NIFTY500 VALUE 50","13 Apr 2022","-","-","-","6679.57"
"NIFTY500 VALUE 50","12 Apr 2022","-","-","-","6635.21"
"NIFTY500 VALUE 50","11 Apr 2022","-","-","-","6784.34"
"NIFTY500 VALUE 50","08 Apr 2022","-","-","-","6756.48"
"NIFTY500 VALUE 50","07 Apr 2022","-","-","-","6658.42"
"NIFTY500 VALUE 50","06 Apr 2022","-","-","-","6725.87"
"NIFTY500 VALUE 50","05 Apr 2022","-","-","-","6638.69"
"NIFTY500 VALUE 50","04 Apr 2022","-","-","-","6589.70"
"NIFTY500 VALUE 50","01 Apr 2022","-","-","-","6498.19"
"NIFTY500 VALUE 50","31 Mar 2022","-","-","-","6340.31"
"NIFTY500 VALUE 50","30 Mar 2022","-","-","-","6330.87"
"NIFTY500 VALUE 50","29 Mar 2022","-","-","-","6371.39"
"NIFTY500 VALUE 50","28 Mar 2022","-","-","-","6407.31"
"NIFTY500 VALUE 50","25 Mar 2022","-","-","-","6373.40"
"NIFTY500 VALUE 50","24 Mar 2022","-","-","-","6414.88"
"NIFTY500 VALUE 50","23 Mar 2022","-","-","-","6375.35"
"NIFTY500 VALUE 50","22 Mar 2022","-","-","-","6345.21"
"NIFTY500 VALUE 50","21 Mar 2022","-","-","-","6290.56"
"NIFTY500 VALUE 50","17 Mar 2022","-","-","-","6307.16"
"NIFTY500 VALUE 50","16 Mar 2022","-","-","-","6249.63"
"NIFTY500 VALUE 50","15 Mar 2022","-","-","-","6125.90"
"NIFTY500 VALUE 50","14 Mar 2022","-","-","-","6279.40"
"NIFTY500 VALUE 50","11 Mar 2022","-","-","-","6310.43"
"NIFTY500 VALUE 50","10 Mar 2022","-","-","-","6240.58"
"NIFTY500 VALUE 50","09 Mar 2022","-","-","-","6185.40"
"NIFTY500 VALUE 50","08 Mar 2022","-","-","-","6186.24"
"NIFTY500 VALUE 50","07 Mar 2022","-","-","-","6183.78"
"NIFTY500 VALUE 50","04 Mar 2022","-","-","-","6151.20"
"NIFTY500 VALUE 50","03 Mar 2022","-","-","-","6255.31"
"NIFTY500 VALUE 50","02 Mar 2022","-","-","-","6170.87"
"NIFTY500 VALUE 50","28 Feb 2022","-","-","-","6099.13"
"NIFTY500 VALUE 50","25 Feb 2022","-","-","-","5938.01"
"NIFTY500 VALUE 50","24 Feb 2022","-","-","-","5736.20"
"NIFTY500 VALUE 50","23 Feb 2022","-","-","-","6087.39"
"NIFTY500 VALUE 50","22 Feb 2022","-","-","-","6084.07"
"NIFTY500 VALUE 50","21 Feb 2022","-","-","-","6143.49"
"NIFTY500 VALUE 50","18 Feb 2022","-","-","-","6250.00"
"NIFTY500 VALUE 50","17 Feb 2022","-","-","-","6279.32"
"NIFTY500 VALUE 50","16 Feb 2022","-","-","-","6309.68"
"NIFTY500 VALUE 50","15 Feb 2022","-","-","-","6300.74"
"NIFTY500 VALUE 50","14 Feb 2022","-","-","-","6190.67"
"NIFTY500 VALUE 50","11 Feb 2022","-","-","-","6449.94"
"NIFTY500 VALUE 50","10 Feb 2022","-","-","-","6495.78"
"NIFTY500 VALUE 50","09 Feb 2022","-","-","-","6445.48"
"NIFTY500 VALUE 50","08 Feb 2022","-","-","-","6385.22"
"NIFTY500 VALUE 50","07 Feb 2022","-","-","-","6390.70"
"NIFTY500 VALUE 50","04 Feb 2022","-","-","-","6377.31"
"NIFTY500 VALUE 50","03 Feb 2022","-","-","-","6393.20"
"NIFTY500 VALUE 50","02 Feb 2022","-","-","-","6442.53"
"NIFTY500 VALUE 50","01 Feb 2022","-","-","-","6370.59"
"NIFTY500 VALUE 50","31 Jan 2022","-","-","-","6329.11"
"NIFTY500 VALUE 50","28 Jan 2022","-","-","-","6245.92"
"NIFTY500 VALUE 50","27 Jan 2022","-","-","-","6196.64"
"NIFTY500 VALUE 50","25 Jan 2022","-","-","-","6173.26"
"NIFTY500 VALUE 50","24 Jan 2022","-","-","-","6061.73"
"NIFTY500 VALUE 50","21 Jan 2022","-","-","-","6237.12"
"NIFTY500 VALUE 50","20 Jan 2022","-","-","-","6380.81"
"NIFTY500 VALUE 50","19 Jan 2022","-","-","-","6378.52"
"NIFTY500 VALUE 50","18 Jan 2022","-","-","-","6332.27"
"NIFTY500 VALUE 50","17 Jan 2022","-","-","-","6445.89"
"NIFTY500 VALUE 50","14 Jan 2022","-","-","-","6405.20"
"NIFTY500 VALUE 50","13 Jan 2022","-","-","-","6406.04"
"NIFTY500 VALUE 50","12 Jan 2022","-","-","-","6324.39"
"NIFTY500 VALUE 50","11 Jan 2022","-","-","-","6260.28"
"NIFTY500 VALUE 50","10 Jan 2022","-","-","-","6308.17"
"NIFTY500 VALUE 50","07 Jan 2022","-","-","-","6227.51"
"NIFTY500 VALUE 50","06 Jan 2022","-","-","-","6165.65"
"NIFTY500 VALUE 50","05 Jan 2022","-","-","-","6155.75"
"NIFTY500 VALUE 50","04 Jan 2022","-","-","-","6088.45"
"NIFTY500 VALUE 50","03 Jan 2022","-","-","-","6052.03"
"NIFTY500 VALUE 50","31 Dec 2021","-","-","-","5934.66"
"NIFTY500 VALUE 50","30 Dec 2021","-","-","-","5860.84"
"NIFTY500 VALUE 50","29 Dec 2021","-","-","-","5888.23"
"NIFTY500 VALUE 50","28 Dec 2021","-","-","-","5917.75"
"NIFTY500 VALUE 50","27 Dec 2021","-","-","-","5823.28"
"NIFTY500 VALUE 50","24 Dec 2021","-","-","-","5820.49"
"NIFTY500 VALUE 50","23 Dec 2021","-","-","-","5911.37"
"NIFTY500 VALUE 50","22 Dec 2021","-","-","-","5843.55"
"NIFTY500 VALUE 50","21 Dec 2021","-","-","-","5750.17"
"NIFTY500 VALUE 50","20 Dec 2021","-","-","-","5665.48"
"NIFTY500 VALUE 50","17 Dec 2021","-","-","-","5908.23"
"NIFTY500 VALUE 50","16 Dec 2021","-","-","-","6069.25"
"NIFTY500 VALUE 50","15 Dec 2021","-","-","-","6103.48"
"NIFTY500 VALUE 50","14 Dec 2021","-","-","-","6164.20"
"NIFTY500 VALUE 50","13 Dec 2021","-","-","-","6160.44"
"NIFTY500 VALUE 50","10 Dec 2021","-","-","-","6197.08"
"NIFTY500 VALUE 50","09 Dec 2021","-","-","-","6172.50"
"NIFTY500 VALUE 50","08 Dec 2021","-","-","-","6155.71"
"NIFTY500 VALUE 50","07 Dec 2021","-","-","-","6072.03"
"NIFTY500 VALUE 50","06 Dec 2021","-","-","-","5959.81"
"NIFTY500 VALUE 50","03 Dec 2021","-","-","-","6042.89"
"NIFTY500 VALUE 50","02 Dec 2021","-","-","-","6047.34"
"NIFTY500 VALUE 50","01 Dec 2021","-","-","-","5948.54"
"NIFTY500 VALUE 50","30 Nov 2021","-","-","-","5852.85"
"NIFTY500 VALUE 50","29 Nov 2021","-","-","-","5861.02"
"NIFTY500 VALUE 50","26 Nov 2021","-","-","-","5936.44"
"NIFTY500 VALUE 50","25 Nov 2021","-","-","-","6201.95"
"NIFTY500 VALUE 50","24 Nov 2021","-","-","-","6202.89"
"NIFTY500 VALUE 50","23 Nov 2021","-","-","-","6182.70"
"NIFTY500 VALUE 50","22 Nov 2021","-","-","-","6065.95"
"NIFTY500 VALUE 50","18 Nov 2021","-","-","-","6251.43"
"NIFTY500 VALUE 50","17 Nov 2021","-","-","-","6367.55"
"NIFTY500 VALUE 50","16 Nov 2021","-","-","-","6377.90"
"NIFTY500 VALUE 50","15 Nov 2021","-","-","-","6425.51"
"NIFTY500 VALUE 50","12 Nov 2021","-","-","-","6481.15"
"NIFTY500 VALUE 50","11 Nov 2021","-","-","-","6458.46"
"NIFTY500 VALUE 50","10 Nov 2021","-","-","-","6529.14"
"NIFTY500 VALUE 50","09 Nov 2021","-","-","-","6585.06"
"NIFTY500 VALUE 50","08 Nov 2021","-","-","-","6561.79"
"NIFTY500 VALUE 50","04 Nov 2021","-","-","-","6433.47"
"NIFTY500 VALUE 50","03 Nov 2021","-","-","-","6386.19"
"NIFTY500 VALUE 50","02 Nov 2021","-","-","-","6382.01"
"NIFTY500 VALUE 50","01 Nov 2021","-","-","-","6387.97"
"NIFTY500 VALUE 50","29 Oct 2021","-","-","-","6256.10"
"NIFTY500 VALUE 50","28 Oct 2021","-","-","-","6267.71"
"NIFTY500 VALUE 50","27 Oct 2021","-","-","-","6494.02"
"NIFTY500 VALUE 50","26 Oct 2021","-","-","-","6532.90"
"NIFTY500 VALUE 50","25 Oct 2021","-","-","-","6405.42"
"NIFTY500 VALUE 50","22 Oct 2021","-","-","-","6450.17"
"NIFTY500 VALUE 50","21 Oct 2021","-","-","-","6543.92"
"NIFTY500 VALUE 50","20 Oct 2021","-","-","-","6525.47"
"NIFTY500 VALUE 50","19 Oct 2021","-","-","-","6643.63"
"NIFTY500 VALUE 50","18 Oct 2021","-","-","-","6843.40"
"NIFTY500 VALUE 50","14 Oct 2021","-","-","-","6678.97"
"NIFTY500 VALUE 50","13 Oct 2021","-","-","-","6627.98"
"NIFTY500 VALUE 50","12 Oct 2021","-","-","-","6444.37"
"NIFTY500 VALUE 50","11 Oct 2021","-","-","-","6409.32"
"NIFTY500 VALUE 50","08 Oct 2021","-","-","-","6291.70"
"NIFTY500 VALUE 50","07 Oct 2021","-","-","-","6285.10"
"NIFTY500 VALUE 50","06 Oct 2021","-","-","-","6253.02"
"NIFTY500 VALUE 50","05 Oct 2021","-","-","-","6323.82"
"NIFTY500 VALUE 50","04 Oct 2021","-","-","-","6234.16"
"NIFTY500 VALUE 50","01 Oct 2021","-","-","-","6130.85"
"NIFTY500 VALUE 50","30 Sep 2021","-","-","-","6117.47"
"NIFTY500 VALUE 50","29 Sep 2021","-","-","-","6111.91"
"NIFTY500 VALUE 50","28 Sep 2021","-","-","-","5959.19"
"NIFTY500 VALUE 50","27 Sep 2021","-","-","-","5859.11"
"NIFTY500 VALUE 50","24 Sep 2021","-","-","-","5791.25"
"NIFTY500 VALUE 50","23 Sep 2021","-","-","-","5840.98"
"NIFTY500 VALUE 50","22 Sep 2021","-","-","-","5742.04"
"NIFTY500 VALUE 50","21 Sep 2021","-","-","-","5655.29"
"NIFTY500 VALUE 50","20 Sep 2021","-","-","-","5601.78"
"NIFTY500 VALUE 50","17 Sep 2021","-","-","-","5804.17"
"NIFTY500 VALUE 50","16 Sep 2021","-","-","-","5900.80"
"NIFTY500 VALUE 50","15 Sep 2021","-","-","-","5872.14"
"NIFTY500 VALUE 50","14 Sep 2021","-","-","-","5777.78"
"NIFTY500 VALUE 50","13 Sep 2021","-","-","-","5742.46"
"NIFTY500 VALUE 50","09 Sep 2021","-","-","-","5688.59"
"NIFTY500 VALUE 50","08 Sep 2021","-","-","-","5647.98"
"NIFTY500 VALUE 50","07 Sep 2021","-","-","-","5606.92"
"NIFTY500 VALUE 50","06 Sep 2021","-","-","-","5645.76"
"NIFTY500 VALUE 50","03 Sep 2021","-","-","-","5650.45"
"NIFTY500 VALUE 50","02 Sep 2021","-","-","-","5583.72"
"NIFTY500 VALUE 50","01 Sep 2021","-","-","-","5574.81"
"NIFTY500 VALUE 50","31 Aug 2021","-","-","-","5583.10"
"NIFTY500 VALUE 50","30 Aug 2021","-","-","-","5531.06"
"NIFTY500 VALUE 50","27 Aug 2021","-","-","-","5422.33"
"NIFTY500 VALUE 50","26 Aug 2021","-","-","-","5371.15"
"NIFTY500 VALUE 50","25 Aug 2021","-","-","-","5409.65"
"NIFTY500 VALUE 50","24 Aug 2021","-","-","-","5373.55"
"NIFTY500 VALUE 50","23 Aug 2021","-","-","-","5263.79"
"NIFTY500 VALUE 50","20 Aug 2021","-","-","-","5331.28"
"NIFTY500 VALUE 50","18 Aug 2021","-","-","-","5524.62"
"NIFTY500 VALUE 50","17 Aug 2021","-","-","-","5549.27"
"NIFTY500 VALUE 50","16 Aug 2021","-","-","-","5626.20"
"NIFTY500 VALUE 50","13 Aug 2021","-","-","-","5608.58"
"NIFTY500 VALUE 50","12 Aug 2021","-","-","-","5609.92"
"NIFTY500 VALUE 50","11 Aug 2021","-","-","-","5563.13"
"NIFTY500 VALUE 50","10 Aug 2021","-","-","-","5498.75"
"NIFTY500 VALUE 50","09 Aug 2021","-","-","-","5611.65"
"NIFTY500 VALUE 50","06 Aug 2021","-","-","-","5688.33"
"NIFTY500 VALUE 50","05 Aug 2021","-","-","-","5656.61"
"NIFTY500 VALUE 50","04 Aug 2021","-","-","-","5666.32"
"NIFTY500 VALUE 50","03 Aug 2021","-","-","-","5717.11"
"NIFTY500 VALUE 50","02 Aug 2021","-","-","-","5706.58"
"NIFTY500 VALUE 50","30 Jul 2021","-","-","-","5640.08"
"NIFTY500 VALUE 50","29 Jul 2021","-","-","-","5637.03"
"NIFTY500 VALUE 50","28 Jul 2021","-","-","-","5531.50"
"NIFTY500 VALUE 50","27 Jul 2021","-","-","-","5547.85"
"NIFTY500 VALUE 50","26 Jul 2021","-","-","-","5569.19"
"NIFTY500 VALUE 50","23 Jul 2021","-","-","-","5569.37"
"NIFTY500 VALUE 50","22 Jul 2021","-","-","-","5589.86"
"NIFTY500 VALUE 50","20 Jul 2021","-","-","-","5510.41"
"NIFTY500 VALUE 50","19 Jul 2021","-","-","-","5593.36"
"NIFTY500 VALUE 50","16 Jul 2021","-","-","-","5622.08"
"NIFTY500 VALUE 50","15 Jul 2021","-","-","-","5593.02"
"NIFTY500 VALUE 50","14 Jul 2021","-","-","-","5607.44"
"NIFTY500 VALUE 50","13 Jul 2021","-","-","-","5620.41"
"NIFTY500 VALUE 50","12 Jul 2021","-","-","-","5571.22"
"NIFTY500 VALUE 50","09 Jul 2021","-","-","-","5551.95"
"NIFTY500 VALUE 50","08 Jul 2021","-","-","-","5515.36"
"NIFTY500 VALUE 50","07 Jul 2021","-","-","-","5570.98"
"NIFTY500 VALUE 50","06 Jul 2021","-","-","-","5537.76"
"NIFTY500 VALUE 50","05 Jul 2021","-","-","-","5605.64"
"NIFTY500 VALUE 50","02 Jul 2021","-","-","-","5543.73"
"NIFTY500 VALUE 50","01 Jul 2021","-","-","-","5537.69"
"NIFTY500 VALUE 50","30 Jun 2021","-","-","-","5544.28"
"NIFTY500 VALUE 50","29 Jun 2021","-","-","-","5542.60"
"NIFTY500 VALUE 50","28 Jun 2021","-","-","-","5593.46"
"NIFTY500 VALUE 50","25 Jun 2021","-","-","-","5545.68"
"NIFTY500 VALUE 50","24 Jun 2021","-","-","-","5476.10"
"NIFTY500 VALUE 50","23 Jun 2021","-","-","-","5509.97"
"NIFTY500 VALUE 50","22 Jun 2021","-","-","-","5549.84"
"NIFTY500 VALUE 50","21 Jun 2021","-","-","-","5531.01"
"NIFTY500 VALUE 50","18 Jun 2021","-","-","-","5477.83"
"NIFTY500 VALUE 50","17 Jun 2021","-","-","-","5572.39"
"NIFTY500 VALUE 50","16 Jun 2021","-","-","-","5664.47"
"NIFTY500 VALUE 50","15 Jun 2021","-","-","-","5713.71"
"NIFTY500 VALUE 50","14 Jun 2021","-","-","-","5707.16"
"NIFTY500 VALUE 50","11 Jun 2021","-","-","-","5713.65"
"NIFTY500 VALUE 50","10 Jun 2021","-","-","-","5680.86"
"NIFTY500 VALUE 50","09 Jun 2021","-","-","-","5617.80"
"NIFTY500 VALUE 50","08 Jun 2021","-","-","-","5633.71"
"NIFTY500 VALUE 50","07 Jun 2021","-","-","-","5637.30"
"NIFTY500 VALUE 50","04 Jun 2021","-","-","-","5578.54"
"NIFTY500 VALUE 50","03 Jun 2021","-","-","-","5489.60"
"NIFTY500 VALUE 50","02 Jun 2021","-","-","-","5443.51"
"NIFTY500 VALUE 50","01 Jun 2021","-","-","-","5375.79"
"NIFTY500 VALUE 50","31 May 2021","-","-","-","5402.19"
"NIFTY500 VALUE 50","28 May 2021","-","-","-","5353.74"
"NIFTY500 VALUE 50","27 May 2021","-","-","-","5321.34"
"NIFTY500 VALUE 50","26 May 2021","-","-","-","5305.42"
"NIFTY500 VALUE 50","25 May 2021","-","-","-","5334.84"
"NIFTY500 VALUE 50","24 May 2021","-","-","-","5318.09"
"NIFTY500 VALUE 50","21 May 2021","-","-","-","5266.91"
"NIFTY500 VALUE 50","20 May 2021","-","-","-","5217.89"
"NIFTY500 VALUE 50","19 May 2021","-","-","-","5295.06"
"NIFTY500 VALUE 50","18 May 2021","-","-","-","5314.22"
"NIFTY500 VALUE 50","17 May 2021","-","-","-","5244.82"
"NIFTY500 VALUE 50","14 May 2021","-","-","-","5163.73"
"NIFTY500 VALUE 50","12 May 2021","-","-","-","5312.94"
"NIFTY500 VALUE 50","11 May 2021","-","-","-","5354.88"
"NIFTY500 VALUE 50","10 May 2021","-","-","-","5266.66"
"NIFTY500 VALUE 50","07 May 2021","-","-","-","5105.98"
"NIFTY500 VALUE 50","06 May 2021","-","-","-","5000.97"
"NIFTY500 VALUE 50","05 May 2021","-","-","-","4952.30"
"NIFTY500 VALUE 50","04 May 2021","-","-","-","4903.57"
"NIFTY500 VALUE 50","03 May 2021","-","-","-","4905.73"
"NIFTY500 VALUE 50","30 Apr 2021","-","-","-","4867.47"
"NIFTY500 VALUE 50","29 Apr 2021","-","-","-","4820.80"
"NIFTY500 VALUE 50","28 Apr 2021","-","-","-","4784.96"
"NIFTY500 VALUE 50","27 Apr 2021","-","-","-","4756.75"
"NIFTY500 VALUE 50","26 Apr 2021","-","-","-","4670.26"
"NIFTY500 VALUE 50","23 Apr 2021","-","-","-","4623.12"
"NIFTY500 VALUE 50","22 Apr 2021","-","-","-","4621.31"
"NIFTY500 VALUE 50","20 Apr 2021","-","-","-","4591.23"
"NIFTY500 VALUE 50","19 Apr 2021","-","-","-","4598.64"
"NIFTY500 VALUE 50","16 Apr 2021","-","-","-","4727.24"
"NIFTY500 VALUE 50","15 Apr 2021","-","-","-","4692.43"
"NIFTY500 VALUE 50","13 Apr 2021","-","-","-","4685.45"
"NIFTY500 VALUE 50","12 Apr 2021","-","-","-","4541.25"
